id,score
7529310,0.96847844
36766501,0.95177686
4160882,0.95361865
30929015,0.96150535
26330242,0.9881197
21370969,0.9820157
30368242,0.9881819
21119962,0.94391423
3032885,0.9719067
21172271,0.9403191
450831,0.9376197
1177577,0.98063475
62496,0.9873901
7438937,0.9375864
24945354,0.94961745
11265397,0.94543856
20296079,0.9790889
28101804,0.98670393
38579309,0.95369995
22068127,0.94249433
26630669,0.9673972
4313299,0.9471748
12827661,0.9532751
31483435,0.9742128
5329933,0.9470051
24326745,0.9664231
5419755,0.9664196
24708705,0.9584101
35530592,0.96301746
18957605,0.95969665
29738924,0.96361053
37329649,0.99857146
25486753,0.9412523
22534956,0.9508487
22536277,0.94494855
15451120,0.9428135
14638584,0.96301293
18112677,0.99690044
19341351,0.9539959
19968731,0.94178283
14742621,0.99161315
22154154,0.9411542
36258431,0.96922874
2622802,0.96083605
17631177,0.96773714
16262796,0.967118
35239843,0.9514749
14276136,0.94923216
5531320,0.9403039
5162165,0.938767
31514818,0.9611059
18670243,0.945893
25742949,0.9449482
17377388,0.9416266
22066333,0.9414764
15175921,0.94002455
35915089,0.975811
32035609,0.9548186
12249295,0.9457195
13013207,0.9870693
26259597,0.96880275
25292815,0.9474212
21613145,0.9906933
1872293,0.95816946
3857895,0.9489489
17372042,0.95002294
6475382,0.9585472
9645414,0.95940447
21368038,0.9378976
29630264,0.9389257
12114397,0.9454812
31685894,0.94264346
4411552,0.9716001
11438798,0.97000057
27188398,0.9674265
30539163,0.94108135
12998911,0.9669758
19009554,0.9477987
29646589,0.9406435
5493833,0.9446938
15315805,0.9469505
15825739,0.94695723
20963898,0.952185
2593917,0.99353296
17862310,0.94471264
25226297,0.94959635
1204291,0.94238263
38571768,0.968894
6213186,0.9464814
22261125,0.9489823
108219,0.9749018
14586339,0.93911564
10148190,0.9807356
23549534,0.95682
1004615,0.9604382
7477463,0.959153
21995558,0.955902
2123038,0.93986136
28789519,0.948557
7977243,0.9622469
18501413,0.9375911
38326283,0.944059
37109904,0.9527006
32466436,0.96630675
13390806,0.96249735
31735526,0.94632506
11006021,0.9507132
39068822,0.96035755
32937,0.9461157
34216441,0.95285934
1381376,0.96207607
1753573,0.95625407
23567678,0.94168425
25686668,0.9544151
8242946,0.9448729
3515829,0.9497218
36669851,0.96359766
12810807,0.9598089
4927066,0.9691899
9067979,0.9617595
18027229,0.9384004
33696638,0.94021463
37675177,0.97217053
35840113,0.94304085
8964240,0.9557721
3112235,0.9797359
21371046,0.939028
13032948,0.956257
31775119,0.9419465
1681021,0.969246
15332700,0.961085
12866780,0.9677344
11063748,0.9509537
1681087,0.956001
26172516,0.940193
24387669,0.9460023
20515247,0.9448389
7627237,0.95438236
33040527,0.9648803
7081152,0.94137394
38126046,0.9564929
8613240,0.94644505
15072034,0.9965074
4650852,0.9999935
14931153,0.95086306
21635079,0.9435397
38461662,0.9523283
21889805,0.947923
24214379,0.9465112
29574704,0.9504911
30653615,0.9987291
20312461,0.98357385
10441525,0.9703988
11574616,0.94146365
21765752,0.94916326
31995994,0.94226736
27672601,0.94872236
32995963,0.97895914
38949545,0.958716
27677087,0.950404
16510683,0.9381174
34935394,0.95605725
23038363,0.9643227
18497211,0.9706725
25074012,0.9447028
35627308,0.96724814
35890799,0.96606207
29231497,0.9575877
29161827,0.9699925
673608,0.96447986
28806929,0.9411194
16274504,0.9478961
22294726,0.96406966
2587133,0.94308555
11772101,0.94457936
31158428,0.94938487
25021446,0.9663389
28463016,0.96312195
31463006,0.9578806
28477670,0.9755015
26879302,0.9524411
11946891,0.94749826
18619470,0.9399916
20060815,0.93781483
11545142,0.95831543
945253,0.99207413
34952985,0.9416858
16891158,0.9499253
29234164,0.9996178
14428492,0.9674238
23621935,0.9386421
20258762,0.95823395
4390086,0.949243
31754344,0.949023
19958260,0.96201587
15464698,0.95421356
38111418,0.9783689
20524564,0.9474956
29480472,0.9410872
21794957,0.9445212
36769330,0.9485289
36933803,0.9627431
24249467,0.9462314
33673967,0.95352453
12041222,0.9691358
35562010,0.94762623
5238343,0.95139074
63830,0.9744373
22289462,0.9741557
9551111,0.94277066
12492891,0.970069
526719,0.9381492
38201603,0.9501755
22222671,0.98635703
24838074,0.9590018
35844146,0.976028
16978389,0.97979414
33529995,0.9686553
17022717,0.97413236
36497861,0.94356215
29496546,0.9665679
26602089,0.9479663
9060394,0.9403901
1614554,0.94964266
30625817,0.9396935
23892198,0.94341725
2515369,0.959144
36351596,0.95291895
28588583,0.9800939
29771870,0.95203984
15870732,0.94326293
29730526,0.9375888
7046241,0.9565446
18999703,0.9753881
16746999,0.9490601
14973230,0.98938847
30598292,0.9675906
38906410,0.9425285
24000948,0.9479845
29883749,0.99557453
14739134,0.9379677
37732270,0.9774751
21180718,0.97947687
10557150,0.940457
37423444,0.9712169
20723115,0.9422923
14838099,0.9394139
2101596,0.94323844
36447808,0.9560018
19978512,0.9520239
12014935,0.95262504
35499129,0.94826466
4249549,0.95882136
25356769,0.93859506
30099678,0.93959063
13209311,0.94074196
9457257,0.9858718
24755092,0.9506316
13360827,0.947973
25663243,0.985352
12171100,0.9632611
29891900,0.9431131
22588696,0.94360524
6402786,0.94756097
38703370,0.94167197
25539622,0.9428764
28121983,0.9432281
14919208,0.97001
943770,0.9576136
19035575,0.9626933
38261433,0.96702534
24595726,0.9497728
29524827,0.9771309
6394998,0.95457566
30807706,0.9783581
34903159,0.9490431
12310706,0.93982214
1168780,0.950944
20940803,0.9580333
15272436,0.94144315
10410156,0.94968706
20076980,0.9472673
38075696,0.95857346
34056288,0.9560144
30654314,0.9656569
15732356,0.97173315
30298783,0.9394836
29075488,0.945549
17166399,0.94580567
32501750,0.9393966
28687180,0.941837
22237439,0.9523876
17750191,0.95695233
14913241,0.94611603
26914811,0.9499564
2470901,0.97835726
29182028,0.9806514
26602383,0.9425098
38825704,0.9606779
39062658,0.94265753
2188249,0.9764077
35050816,0.95098203
2249537,0.95038617
7960276,0.9415098
31009115,0.96632993
7773810,0.95581996
9244666,0.96469206
13881560,0.9625556
31298521,0.95177686
4397916,0.9419894
10153730,0.97418547
5642625,0.9697478
11475405,0.95149523
20301098,0.9606426
22932803,0.9545062
14271481,0.9480171
34578284,0.9561343
34409279,0.9449436
22419174,0.95612335
22936218,0.9621809
1788527,0.95168245
10847783,0.9397339
27648533,0.9581602
3111201,0.9640016
27392807,0.9655529
38393919,0.9778215
18753647,0.94630384
20742882,0.9506779
21829093,0.9424421
34111950,0.9423424
29700998,0.9423465
21179158,0.95894444
16257565,0.95103544
32506719,0.96558243
7728289,0.95648545
25552279,0.9678194
7366083,0.9593388
1360923,0.94768846
30341350,0.95715904
28372969,0.99243575
5094826,0.97122747
21964311,0.97649086
6410045,0.9484836
605858,0.99157196
7993569,0.9490243
26767865,0.94920653
20049417,0.94080216
1900334,0.93949753
29371350,0.94599855
28284354,0.9761896
2717909,0.99999905
28851580,0.97874403
34742470,0.9777028
27429815,0.94768286
28861065,0.938688
3777184,0.9503279
639674,0.9909028
38142123,0.9412462
21035833,0.94904566
28390527,0.9433183
31498553,0.9899451
19053692,0.9663028
30572547,0.9533882
559068,0.9636492
37736439,0.94576854
1608267,0.9447195
27646384,0.9605703
23803908,0.99873066
34105460,0.95986533
14133739,0.95350915
48399,0.9430416
33788644,0.94749063
11278738,0.95398027
25725979,0.9442677
12067139,0.96227735
38739777,0.953166
17320963,0.9597432
25879337,0.9696422
31413758,0.9533068
28163320,0.9506833
19145277,0.970972
31093570,0.966247
261137,0.9617778
924257,0.9393469
10045152,0.9541011
38629734,0.9717174
13441618,0.97312593
36701923,0.94916487
21166978,0.97453505
21245877,0.9847299
21780210,0.98698014
13931511,1.0000001
5142046,0.93966895
31619357,0.9819505
28185765,0.9539195
29214532,0.950825
37836423,0.957311
4474430,0.9376827
25862127,0.9483744
16608631,0.9945685
5353215,0.94965506
15670072,0.95266336
25923314,0.9692304
5748938,0.9478883
33713526,0.98861396
19507348,0.9404032
32226562,0.9633679
35207255,0.9401165
28898019,0.9868391
8960442,0.99974096
32447027,0.9601582
13381452,0.9402259
5415104,0.9402416
12714243,0.98445463
27163720,0.95724565
23636674,0.94371367
21197055,0.9565946
20941622,0.9455642
30495326,0.9655061
22679344,0.96909326
6135574,0.95698726
9031083,0.94610065
11631260,0.9536034
23450527,0.9454711
8259385,0.9457914
24032398,0.9557329
2313921,0.9556191
16334496,0.94571686
22935713,0.9381381
13917667,0.96109563
12407343,0.9418938
3603977,0.94996727
7292979,0.94365674
13059891,0.9863974
9984511,0.95076126
3263303,0.9741166
31850294,0.9455403
35234977,0.9936664
6640170,0.9534483
23876873,0.9668395
8365640,0.9452547
39129472,0.9380305
29890158,0.94344765
30812298,0.94944835
4745492,0.9546686
18466149,0.9549944
16265239,0.94639885
14962120,0.95696026
30465095,0.9585501
4510424,0.98597914
19843458,0.9512655
11870090,0.9622566
4657760,0.9587655
34077366,0.9390978
19340498,0.93758106
3704498,0.9396472
6025380,0.96786577
11456127,0.9560632
1873457,0.96961063
18407876,0.9502461
25868400,0.9716851
5022862,0.95016474
1242690,0.9980751
10206581,0.97180015
24600169,0.97907305
4912154,0.9573659
5018453,0.9429408
35975568,0.9398185
9100515,0.96528995
23936125,0.9398331
5084193,0.9410255
6788413,0.95972264
22460900,0.95002794
18104024,0.9547074
26628454,0.9510115
39304765,0.9417197
22710753,0.9632901
32508797,0.96405804
29076745,0.94038403
15326807,0.9632034
26929305,0.95824033
6062922,0.9585836
22318801,0.94034004
6723422,0.9424979
11315064,0.96400946
13828572,0.9509867
34022018,0.95017856
6505577,0.96790344
38731721,0.9841831
16867929,0.9699847
7789564,0.9613141
24080098,0.94058937
19594329,0.9414283
29249016,0.94677293
36322841,0.9410677
12143526,0.95680255
36074673,0.9435729
12111300,0.9519137
17601451,0.9573023
37564758,0.9510299
38692996,0.9382417
39174807,0.9539458
19663698,0.9778104
17978187,0.94957
6892942,0.94517064
11846351,0.9632914
4963611,0.9721864
31746624,0.9389465
29567431,0.9602
26444752,0.9587673
34272839,0.9545405
34044060,0.9512422
12761919,0.9550219
31854586,0.94428533
497831,0.9955491
27708372,0.95606554
3685363,0.9583308
33421200,0.967503
20237920,0.95995057
38166658,0.96962965
4448371,0.9533442
25532,0.9393558
15276358,0.9529442
33044172,0.9997499
15761346,0.9421672
8354642,0.9528363
35058588,0.9632836
13571659,0.95955426
33887341,0.943632
15323317,0.9586424
33097107,0.95066303
11974991,0.9380143
15411006,0.93793845
37839894,0.96469647
34785851,0.9510872
17370807,0.953429
3690506,0.95275885
17018366,0.9411947
38951937,0.9596424
9353282,0.9554815
8145705,0.9439011
15361241,0.94478613
14366524,0.9668082
18713761,0.9422825
8852324,0.94005716
4619319,0.95072454
29648262,0.93866795
26963992,0.97346246
26250769,0.9465427
37419327,0.952951
30672713,0.98804605
9113976,0.9544585
28709205,0.9484982
1901285,0.9445586
22038436,0.9419397
20286170,0.96504503
5967826,0.9396918
16854577,0.9524812
7478268,0.9494866
17159913,0.98219347
29034372,0.94507796
30288768,0.96259475
27774631,0.953915
8582476,0.9472272
10448214,0.9478774
20471035,0.9596675
29592463,0.94528294
20589220,0.98388493
6862413,0.9539664
161567,0.96563417
17307811,0.97159207
11924245,0.9409609
22678562,0.94765526
22999838,0.97244817
34318383,0.9534243
24124309,0.9999124
1645198,0.94019276
11767867,0.9382091
2694334,0.9377283
10641904,0.951267
33523121,0.94295937
32781425,0.98076946
13098402,0.9429957
27644129,0.9664232
4611420,0.9702286
9447285,0.9546587
19335173,0.95101005
23080198,0.99833196
12498070,0.9706151
30727625,0.95616376
28908137,0.9436237
7010562,0.94202006
3468217,0.9900514
14195169,0.9646352
24617120,0.96746796
34813729,0.94710714
28059390,0.94353247
347492,0.99329007
29109357,0.97286284
31244772,0.9785445
2686227,0.9787827
27715550,0.9453903
1157762,0.9512574
31608437,0.9467901
614296,0.9646077
32929242,0.96139914
364901,0.94917053
29039036,0.9405709
26945534,0.95721406
10844229,0.95124763
12634265,0.9591894
31925304,0.9508684
15402197,0.9600725
1216099,0.9756316
35940040,0.96384895
21499219,0.9502831
27877283,0.95876765
15076336,0.9691318
23983101,0.9613058
20475288,0.96576726
33740458,0.9555435
32759772,0.9730026
18178835,0.95719427
16001818,0.9531648
18790635,0.94242704
16350302,0.9590512
14262849,0.9409922
5543131,0.9519067
1707391,0.9533797
15752996,0.94935185
35515801,0.95364964
4244858,0.9665226
373932,0.9453866
34251255,0.9427949
22110193,0.94360745
13738693,0.95084697
2935335,0.95477074
38884031,0.9591474
9825294,0.93974125
27477994,0.94205254
12641959,0.97331685
19704298,0.96011627
38942043,0.93770695
33765488,0.94142795
6432805,0.94695264
19733469,0.95635146
19898839,0.9635952
18893557,0.9695116
33441019,0.94625527
15816770,0.94194394
38427626,0.9634304
21575204,0.9855039
23516963,0.94213426
37698245,0.9697364
18474429,0.9528284
15754510,0.963161
29752164,0.95328903
4520006,0.93749225
25676709,0.96163297
5146613,0.9470049
28523219,0.9512848
12072434,0.94142044
3353106,0.97782046
35263363,0.9583771
7413170,0.9682115
17655533,0.9568231
25505984,0.94165915
10621947,0.94984114
27790549,0.9400768
4526681,0.97718126
20966509,0.9746948
3036997,0.9474543
9615920,0.9994467
6067967,0.95517695
17363480,0.9521517
12454998,0.94471836
28741542,0.958733
31058183,0.9727405
13565982,0.9415483
18357714,0.95807374
18540524,0.94571054
26534785,0.97179866
7332306,0.94054586
32851323,0.95970285
29878617,0.9465604
31793180,0.9736599
5199841,0.9640039
38883344,0.9438474
20099410,0.9389005
25899910,0.9675339
22510692,0.9391366
30095723,0.9540472
32127899,0.95965344
13476137,1.0
25303958,0.95317096
2811598,0.9520515
11389938,0.9545589
15696381,0.9404937
25420052,0.9746867
22790948,0.9532971
13667455,0.94537795
15907109,0.9579061
7679602,0.93864524
15181952,0.94833106
34041073,0.9493622
7004913,0.9612305
16091217,0.95912457
35425959,0.96183246
29406951,0.9783364
6052110,0.9695563
37061651,0.9729807
11280353,0.9529972
16053862,0.972936
24441066,0.94373757
22169009,0.9622203
6866034,0.9659736
20723337,0.9390374
21130149,0.9392447
2231312,0.937866
7455015,0.9477514
3636276,0.946211
6084419,0.96163934
3715586,0.9653492
10228952,0.93999696
3375137,0.9499835
23420835,0.96908
8650643,0.99894434
32427582,0.9425115
22422118,0.9998285
10184113,0.94985694
22539524,0.9456655
30181065,0.9705388
33235852,0.9402183
20854830,0.9530998
19647724,0.973556
9582989,0.95205975
34091711,0.9520917
9167653,0.9719443
12967375,0.9400495
1477664,0.99170613
39405236,0.953359
25011020,0.950284
26733257,0.945288
1103428,0.96279365
33347912,0.9682552
18747312,0.9464045
14479466,0.9993138
1547726,0.9622206
30289250,0.9387098
3423772,0.94530946
7561260,0.95649123
24956511,0.94591564
15493082,0.9442764
9597892,0.9733163
17069369,0.94896144
5425792,0.948562
5569013,0.9381717
35870038,0.95169646
14036201,0.965777
13022896,0.9586045
7612202,0.94159055
15420271,0.93822515
4536274,0.947426
8189426,0.9818298
860392,0.9962289
27292185,0.97531456
15593955,0.9405184
9332380,0.96410364
8154189,0.9383747
12815032,0.9586847
17285567,0.94632345
9025020,0.93763715
29842164,0.9586311
38029350,0.990153
27659175,0.9895515
33018528,0.9495387
14800852,0.9398061
10363187,0.9606044
19462582,0.9480751
29805122,0.96018314
35726739,0.99326986
8056042,0.9434952
26808430,0.97813684
29982553,0.96765167
33987572,0.95444304
31943686,0.9440526
11886790,0.99996436
2617381,0.9430964
6223534,0.9442699
21034154,0.97855306
25399651,0.9703051
36613697,0.939456
35021284,0.95304126
4434431,0.95577854
9075470,0.9503894
38466491,0.9615939
4860442,0.9603782
28237115,0.99939847
32144079,0.95440763
17884615,0.944897
38801222,0.94984096
33994552,0.9455687
21903665,0.9413461
18064432,0.94422805
8798597,0.9496802
10409456,0.9835684
17765227,0.964859
99503,0.9388172
18941607,0.95606756
23345385,0.9593847
32168164,0.96142095
24399757,0.93896633
14492658,0.94325453
23355941,0.9662064
7124365,0.93814015
36466519,0.9471081
35837653,0.944878
5728744,0.9738218
26462789,0.9532039
29243495,0.9409747
24355779,0.9588497
28824367,0.99440074
38462029,0.95313436
8632970,0.95464504
32836652,0.9412087
13129638,0.94144416
22463194,0.9402895
9490964,0.95667934
6612092,0.9573375
28477495,0.93770593
25312,0.9709469
5735197,0.94636744
35562385,0.9465366
37910774,0.9711074
19933129,0.96204966
16969168,0.95093215
19317836,0.9697302
7218993,0.97829014
25024676,0.9410307
24963425,0.9394145
20391666,0.93769294
36933553,0.9928058
5817049,0.99139005
12040718,0.93961704
8671954,0.94960093
21522123,0.9556013
37931471,0.9720069
37967136,0.9444274
13841484,0.9853593
11445055,0.9525768
26544127,0.9375971
39152612,0.94813895
31245580,0.94503945
31380596,0.9703618
17854494,0.9523684
302726,0.95655847
5350936,0.95525604
5581865,0.95016646
19523983,0.95324206
27480316,0.9646519
27421720,0.94709563
2517815,0.9731591
39084237,0.94109744
6507335,0.9454524
26216743,0.95655686
6515218,0.9742451
33117793,0.95727557
37474149,0.97315854
13834172,0.9490511
37247301,0.9801352
14620974,0.9557474
26535569,0.95968497
18649949,0.9619996
14696828,0.94124043
36557604,0.9816388
1230335,0.9684067
14054377,0.98358977
20462510,0.945386
1433301,0.9567191
32877046,0.9727878
6985078,0.9504962
7058371,0.96756923
39031182,0.9591262
38435334,0.9706286
32938361,0.94919604
8890486,0.95736516
31070501,0.9567248
13550095,0.9730885
9379917,0.94886774
25695768,0.9528939
9306539,0.9410234
13564740,0.9441889
33469904,0.99309474
22572562,0.9476877
27341090,0.9403361
2390903,0.9465487
19710628,0.9383776
39291811,0.9377328
3687499,0.9513224
19985045,0.9414926
14301017,0.9628353
16507218,0.95679635
7661193,0.95332813
13841032,0.9399984
39189243,0.9447138
12832821,0.95770997
2455955,0.95977056
2470334,0.994103
3670992,0.98382264
2755841,0.9526428
7659332,0.9622516
13840457,0.9455382
29926981,0.94226426
9213969,0.93819225
17894844,0.9450062
6471755,0.9434065
22281645,0.9457708
34889291,0.963594
34736747,0.9674271
12353993,0.9765121
21425384,0.94300854
20937560,0.9995689
37992938,0.94546264
31468563,0.95254946
12187681,0.93977886
467075,0.97807765
32322452,0.94597846
26363541,0.9441323
4610026,0.9532407
6472046,0.9652493
8297315,0.9670232
22134153,0.970817
6147277,0.9551478
20891380,0.9432527
29293898,0.9609699
1751048,0.93864065
35039210,0.977245
15412396,0.95099366
15804691,0.96217436
12330107,0.99415547
1507566,0.9398761
21536498,0.9497933
19498688,0.9550067
32910454,0.9541747
30302431,0.9480096
19038500,0.9993142
28389899,0.96418947
4220625,0.93879545
13648662,0.9669642
9670148,0.94316626
11311529,0.95092046
37189806,0.9812255
10008274,0.97316015
28703954,0.93845356
23002435,0.95412636
35235307,0.94610494
30653140,0.9913097
36800922,0.9588015
30754644,0.9615182
25021283,0.9805073
5167326,0.9491708
16362608,0.9503778
37304884,0.98152727
16085839,0.96056986
19627316,0.9469986
15990042,0.96329916
38265660,0.9750401
29539101,0.9919679
24743557,0.9587393
10189465,0.93947476
18805720,0.93875515
33823637,0.9702888
24574281,0.9789151
29211179,0.9506819
10132530,0.94063586
7947395,0.97595805
38719818,0.9407229
12230771,0.9625689
4432371,0.9493724
26495627,0.9707066
33400685,0.9425116
15580511,0.9401956
24306507,0.95172507
22217536,0.96601415
18222466,0.94952595
32989477,0.95325214
36996634,0.97670776
9965187,0.9633049
873275,0.95872945
27693087,0.9585384
27483673,0.9478338
21262521,0.9450318
37351843,0.9390078
34127524,0.9613188
11972795,0.9488083
15570884,0.94153875
4799449,0.9432268
234245,0.94244033
27080554,0.9827274
27720579,0.9486987
38255804,0.9722372
35039926,0.9423732
32138403,0.95380235
17900069,0.954428
6508057,0.970172
14031499,0.989257
12565168,0.9526605
6955050,0.9827989
865139,0.9599141
8350169,0.9446077
9126308,0.9983274
15566707,0.9385064
9865490,0.9567203
14305660,0.97863066
4906330,0.95092857
8138788,0.9465374
38579911,0.9748849
21482094,0.94148976
20115261,0.9570445
17354381,0.9747639
31278943,0.9440497
34418393,0.9673544
24605817,0.9758421
3310105,0.94932926
9003525,0.9754486
1539808,0.99393344
8156448,0.9731769
22425104,0.9463439
26215916,0.95308167
19135242,0.9431053
15140890,0.9847737
20549951,0.97883826
9664389,0.9494657
8239134,0.94246364
28778565,0.96197456
27581193,0.9441101
22317852,0.96287954
14226115,0.94773114
20736948,0.9390044
32649010,0.9457593
14074099,0.9706616
36631143,0.9525945
35556082,0.93835443
24118320,0.99603933
15596331,0.96593577
16072738,0.94777566
26892088,0.95913476
13092612,0.9831221
7878481,0.9391191
4884962,0.95252293
18303096,0.9745951
19655897,0.94010806
18244859,0.94628894
5663486,0.9661128
3511001,0.99546206
14608965,0.9392727
5754217,0.9937013
12563313,0.95536286
23394051,0.9432617
9303756,0.95625424
28843871,0.94087964
22519858,0.93839264
11875239,0.9439222
3082052,0.9941809
11897766,0.99857384
34009165,0.9478765
36785689,0.99107575
20325810,0.9726473
28214291,0.9817021
27590207,0.9428952
34290021,0.94690645
6302980,0.9543349
5379425,0.9492508
27228932,0.9715068
14828881,0.9456405
11062675,0.94318825
20568957,0.96260965
25734496,0.95594907
19449964,0.9660305
15896645,0.9574759
28397357,0.94258195
27443169,0.94677293
11938676,0.943649
37052711,0.98212
13135606,0.9633811
2124183,0.9568047
21640335,0.95420253
22902153,0.9996616
1610614,0.93749464
16086647,0.95407027
1136849,0.99265426
27468698,0.9518588
25763583,0.9424343
22341510,0.93873435
11196344,0.9577683
10612934,0.95048463
38159274,0.9529297
35965367,0.9406577
10349223,0.97582275
31232894,0.9510063
25316541,0.973373
38008976,0.9541766
19891732,0.9450494
2541759,0.9697607
11887454,0.9586847
21686644,0.977319
3001993,0.96618867
26033105,0.93822557
19161698,0.94092214
21223836,0.93802667
13548776,0.99287415
23760622,0.9517778
30281001,0.95981556
19213285,0.9520237
38859790,0.9444161
903327,0.97140765
15734633,0.9472899
3602311,0.9388761
24435696,0.9580833
18834068,0.9998127
1722016,0.9511345
9931899,0.94544464
25583222,0.9483023
